Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Allen Iverson,947,DEN,65,1709,193,468,123,13,62,268,4,0,17,0,1571.5,24.18
Steve Nash,959,PHX,76,1412,269,884,57,6,156,287,2,0,53,0,1831.0,24.09
Ray Allen,951,SEA,55,1454,247,228,82,11,165,154,2,1,4,0,1323.5,24.06
Chris Paul,101108,NOK,64,1104,280,569,118,3,50,161,0,0,27,1,1536.0,24.0
Lamar Odom,1885,LAL,56,890,547,270,53,32,54,163,0,0,25,1,1323.0,23.62
Zach Randolph,2216,POR,68,1608,688,147,53,15,14,215,3,0,36,0,1606.0,23.62
Metta World Peace,1897,SAC,70,1316,454,235,149,43,93,146,0,0,11,0,1642.5,23.46
Al Jefferson,2744,BOS,69,1107,756,88,48,106,0,136,0,0,38,0,1607.5,23.3
Rashard Lewis,1740,SEA,60,1342,396,145,68,39,151,118,0,0,13,0,1396.5,23.27
Amar'e Stoudemire,2405,PHX,82,1671,786,84,78,110,0,232,3,0,46,0,1898.5,23.15
Paul Pierce,1718,BOS,47,1173,277,194,48,13,107,152,0,0,5,0,1086.0,23.11
Caron Butler,2406,WAS,63,1203,467,233,134,17,18,181,0,0,21,0,1452.5,23.06
Gerald Wallace,2222,CHA,72,1304,518,185,144,69,39,160,2,0,16,0,1658.5,23.03
Antawn Jamison,1712,WAS,70,1388,562,136,80,36,138,104,1,0,22,0,1612.0,23.03
Andre Iguodala,2738,PHI,76,1386,434,432,152,33,48,261,0,0,7,3,1705.0,22.43
Ben Wallace,1112,CHI,77,494,821,186,111,156,1,101,0,0,12,0,1699.5,22.07
Joe Johnson,2207,ATL,57,1426,239,249,60,11,119,176,0,0,2,0,1228.5,21.55
Tyson Chandler,2199,NOK,73,690,904,66,37,129,0,126,0,0,34,0,1555.0,21.3
Josh Howard,2572,DAL,70,1321,475,127,82,56,92,123,0,0,13,0,1474.5,21.06
David West,2561,NOK,52,949,424,114,42,38,8,98,0,0,15,0,1093.5,21.03
Michael Redd,2072,MIL,53,1416,196,124,63,9,117,122,3,2,0,0,1113.5,21.01
Chauncey Billups,1497,DET,70,1191,237,502,84,17,109,140,0,0,16,0,1467.0,20.96
Deron Williams,101114,UTA,80,1297,267,745,78,13,82,246,0,0,30,0,1667.5,20.84
Luol Deng,2736,CHI,82,1540,579,204,97,48,1,153,0,0,17,0,1707.5,20.82
Mo Williams,2590,MIL,68,1174,329,416,85,6,79,203,0,0,11,1,1363.5,20.05
Mike Miller,2034,MEM,70,1293,378,298,54,18,202,179,1,0,6,0,1395.5,19.94
Rasheed Wallace,739,DET,75,926,543,127,75,118,104,94,0,0,12,0,1489.0,19.85
Kirk Hinrich,2550,CHI,80,1327,274,500,100,23,140,191,0,0,10,0,1572.5,19.66
Andre Miller,1889,PHI,80,1075,352,625,110,10,5,222,0,0,19,1,1556.0,19.45
Jason Richardson,2202,GSW,51,814,259,172,54,32,110,82,0,0,4,0,987.0,19.35
Mehmet Okur,2246,UTA,80,1405,579,156,36,38,129,125,0,0,21,0,1546.0,19.32
Shaquille O'Neal,406,MIA,40,690,297,79,8,55,0,95,0,0,8,0,760.0,19.0
Andris Biedrins,2740,GSW,82,783,762,88,67,136,0,119,0,0,24,0,1552.5,18.93
David Lee,101135,NYK,58,621,602,104,48,23,0,92,0,0,29,0,1095.5,18.89
Manu Ginobili,1938,SAS,75,1240,327,263,109,27,128,157,1,0,1,0,1391.0,18.55
Andrew Bogut,101106,MIL,66,809,584,198,49,35,1,150,0,0,19,0,1224.0,18.55
Raymond Felton,101109,CHA,78,1093,267,545,118,10,103,230,0,0,11,0,1447.0,18.55
Kevin Martin,2755,SAC,80,1618,342,173,98,11,127,135,1,0,2,0,1473.5,18.42
Samuel Dalembert,2223,PHI,82,879,733,64,47,159,0,161,0,0,23,0,1510.5,18.42
Jamaal Tinsley,2224,IND,72,925,240,494,117,25,61,200,0,0,7,0,1318.0,18.31
T.J. Ford,2551,TOR,75,1047,236,595,101,8,21,231,0,0,20,0,1372.0,18.29
Brandon Roy,200750,POR,57,955,250,230,67,10,55,116,0,0,4,0,1027.0,18.02
Jason Terry,1891,DAL,81,1350,231,422,81,17,162,152,0,0,6,0,1459.0,18.01
Rafer Alston,1747,HOU,82,1088,282,444,129,10,192,170,0,0,3,0,1477.0,18.01
Tony Parker,2225,SAS,77,1429,250,420,82,6,15,191,0,0,5,0,1382.0,17.95
Ricky Davis,1729,MIN,81,1374,315,385,80,23,123,210,1,0,2,0,1447.5,17.87
Leandro Barbosa,2571,PHX,80,1444,214,317,96,15,190,146,0,0,5,0,1429.0,17.86
Chris Webber,185,DET,61,684,437,188,60,41,4,107,0,0,13,0,1077.0,17.66
Richard Hamilton,1888,DET,75,1485,282,285,59,15,44,159,1,1,2,0,1324.5,17.66
Nenad Krstic,2420,NJN,26,426,176,46,10,24,0,52,0,0,5,0,456.0,17.54
Al Harrington,1733,GSW,78,1285,496,149,65,24,127,169,0,0,8,0,1368.0,17.54
Mike Bibby,1710,SAC,82,1403,263,388,88,6,173,197,0,0,2,0,1432.0,17.46
Ben Gordon,2732,CHI,82,1753,258,296,64,17,155,249,3,0,0,0,1424.0,17.37
Quentin Richardson,2047,NYK,49,636,352,108,36,7,97,70,0,0,8,0,850.5,17.36
Zydrunas Ilgauskas,980,CLE,78,925,599,123,48,98,0,141,0,0,17,0,1352.5,17.34
Josh Childress,2735,ATL,55,715,340,127,58,36,26,80,0,0,7,0,952.5,17.32
Stephon Marbury,950,NYK,74,1210,213,403,71,10,123,179,3,0,0,0,1268.5,17.14
Tayshaun Prince,2419,DET,82,1171,429,227,51,55,81,98,0,0,5,0,1401.0,17.09
Monta Ellis,101145,GSW,77,1272,243,319,132,21,39,221,0,0,2,0,1304.5,16.94
Jamal Crawford,2037,NYK,59,1039,189,259,57,8,103,162,1,1,4,0,993.0,16.83
Corey Maggette,1894,LAC,75,1266,442,208,65,14,13,201,0,0,9,0,1255.5,16.74
Chris Wilcox,2404,SEA,82,1106,629,82,70,38,0,127,0,0,20,0,1373.0,16.74
Ruben Patterson,1739,MIL,81,1194,440,232,110,25,3,199,0,0,10,0,1351.5,16.69
Larry Hughes,1716,CLE,70,1045,267,256,89,26,74,154,0,0,1,0,1159.5,16.56
Drew Gooden,2400,CLE,80,885,681,88,70,28,1,115,0,0,25,0,1318.0,16.48
Chris Kaman,2549,LAC,75,754,588,79,41,116,0,147,0,0,14,0,1225.0,16.33
Nene,2403,DEN,64,783,449,77,62,59,0,127,0,0,12,0,1044.5,16.32
Luke Walton,2575,LAL,60,684,302,257,60,21,48,118,0,0,5,0,974.0,16.23
Andrei Kirilenko,1905,UTA,70,584,329,202,74,144,16,135,0,0,3,0,1135.0,16.21
Eddy Curry,2201,NYK,81,1576,571,68,34,40,1,295,1,0,18,0,1299.5,16.04
Stephen Jackson,1536,GSW,75,1161,222,287,84,34,100,183,0,0,1,0,1193.5,15.91
Mike Dunleavy,2399,IND,82,1049,431,228,84,22,70,149,0,0,7,0,1288.5,15.71
Peja Stojakovic,978,NOK,13,231,54,11,8,4,34,19,1,0,0,0,203.5,15.65
Udonis Haslem,2617,MIA,79,844,654,97,49,26,0,110,0,0,21,0,1234.0,15.62
Sean May,101118,CHA,35,416,233,66,19,24,2,56,0,0,7,0,545.0,15.57
Zaza Pachulia,2585,ATL,72,875,500,106,77,36,0,162,0,0,13,0,1120.5,15.56
Nick Collison,2555,SEA,82,790,666,82,48,66,0,123,0,0,18,0,1266.0,15.44
Brad Miller,1802,SAC,63,568,401,224,38,39,5,108,0,0,3,1,962.5,15.28
Delonte West,2753,BOS,69,845,208,304,74,34,65,140,0,0,5,0,1048.0,15.19
Danny Granger,101122,IND,82,1142,381,114,67,61,110,135,0,0,3,0,1245.0,15.18
Raja Bell,1952,PHX,78,1143,251,196,50,22,205,83,0,0,1,0,1183.0,15.17
Troy Murphy,2211,IND,68,698,414,126,46,42,58,78,0,0,8,0,1024.0,15.06
Richard Jefferson,2210,NJN,55,897,240,148,34,8,52,120,0,0,1,0,827.5,15.05
Hedo Turkoglu,2045,ORL,73,970,293,233,70,16,109,143,0,0,0,0,1094.5,14.99
Shane Battier,2203,HOU,82,829,338,175,79,60,157,72,0,0,1,0,1213.0,14.79
Brevin Knight,1510,CHA,45,408,115,296,67,3,1,95,0,0,2,0,662.5,14.72
Andres Nocioni,2804,CHI,53,749,301,57,27,24,80,104,0,0,8,0,778.5,14.69
Charlie Bell,2294,MIL,82,1110,238,247,97,4,127,104,0,0,0,0,1201.5,14.65
Cuttino Mobley,1749,LAC,78,1077,267,198,92,24,101,145,0,0,0,0,1141.0,14.63
Kwame Brown,2198,LAL,41,345,244,75,39,49,0,76,0,0,4,0,595.5,14.52
Earl Boykins,1863,MIL,66,961,139,291,56,2,95,120,0,0,3,0,957.0,14.5
Shaun Livingston,2733,LAC,54,503,184,274,59,29,5,108,0,0,2,0,782.0,14.48
Marvin Williams,101107,ATL,64,839,337,121,52,30,11,127,0,0,4,0,924.0,14.44
Tim Thomas,1501,LAC,76,836,378,171,55,28,136,106,0,0,2,0,1097.0,14.43
Earl Watson,2248,SEA,77,726,185,437,99,23,92,167,0,0,3,0,1111.0,14.43
Jarrett Jack,101127,POR,79,946,208,417,86,9,63,187,0,0,3,0,1135.5,14.37
Anthony Parker,1515,TOR,73,903,283,153,73,11,115,71,0,0,0,0,1042.0,14.27
Jason Williams,1715,MIA,61,664,141,322,58,1,100,100,0,0,4,0,867.0,14.21
Luke Ridnour,2557,SEA,71,779,164,368,83,19,49,156,0,0,6,0,1000.0,14.08
Matt Barnes,2440,GSW,76,746,350,156,73,41,106,105,0,0,8,0,1063.0,13.99
Boris Diaw,2564,PHX,73,709,317,352,28,38,15,154,0,0,6,1,1017.0,13.93
Jameer Nelson,2749,ORL,77,1000,236,330,73,5,65,184,0,0,0,0,1070.5,13.9
Mark Blount,1548,MIN,82,1010,505,67,43,58,9,159,0,0,8,0,1132.5,13.81
Steve Francis,1883,NYK,44,497,157,170,41,12,42,100,0,0,1,0,603.5,13.72
Darko Milicic,2545,ORL,80,639,437,90,44,140,0,124,0,0,6,0,1096.5,13.71
Ryan Gomes,101155,BOS,73,881,407,119,48,13,16,105,0,0,6,1,999.5,13.69
Charlie Villanueva,101111,MIL,39,462,228,36,24,12,29,54,0,0,6,0,533.5,13.68
Devin Brown,2484,NOK,58,670,251,149,44,9,81,91,0,0,2,0,792.5,13.66
Chucky Atkins,1088,MEM,75,988,139,346,50,4,116,127,0,0,3,0,1021.0,13.61
Kyle Korver,2594,PHI,74,1067,259,105,57,20,132,117,0,0,0,0,1000.5,13.52
Sam Cassell,208,LAC,58,714,167,270,28,8,32,101,0,0,3,0,784.0,13.52
Rudy Gay,200752,MEM,78,846,348,100,71,74,52,140,0,0,5,0,1052.0,13.49
Anderson Varejao,2760,CLE,81,547,545,75,76,52,0,67,0,0,7,0,1089.5,13.45
Grant Hill,255,ORL,65,934,237,138,61,25,2,144,0,0,0,0,871.0,13.4
Jorge Garbajosa,200816,TOR,67,567,330,125,78,15,66,64,0,0,3,0,896.5,13.38
Kenyon Martin,2030,DEN,2,19,20,1,0,0,0,5,0,0,1,0,26.5,13.25
Antonio McDyess,686,DET,82,664,496,72,61,65,0,75,0,0,8,0,1085.0,13.23
Mickael Pietrus,2554,GSW,72,801,327,62,48,55,93,105,0,0,4,0,941.0,13.07
Andrew Bynum,101115,LAL,82,637,484,94,12,128,0,115,0,0,10,0,1071.5,13.07
Erick Dampier,956,DAL,76,537,566,44,24,82,0,107,0,0,8,0,991.5,13.05
James Posey,1899,MIA,71,550,357,94,71,23,97,55,0,0,1,0,908.5,12.8
Smush Parker,2470,LAL,82,907,206,228,119,10,110,153,0,0,0,0,1047.5,12.77
Jeff Foster,1902,IND,75,322,609,57,62,37,0,70,0,0,1,0,956.0,12.75
Tony Allen,2754,BOS,33,379,124,56,49,12,8,75,0,0,0,0,420.5,12.74
Wally Szczerbiak,1887,BOS,32,479,98,55,18,3,44,54,0,0,0,0,402.5,12.58
Rajon Rondo,200765,BOS,78,501,292,297,128,8,6,137,0,0,3,0,980.5,12.57
Luther Head,101129,HOU,80,872,252,194,76,5,177,137,0,0,0,0,995.5,12.44
Desmond Mason,2046,NOK,75,1028,345,115,52,22,0,192,0,0,2,0,932.0,12.43
Devin Harris,2734,DAL,80,813,196,296,96,21,14,146,0,0,0,0,993.5,12.42
Alonzo Mourning,297,MIA,77,661,350,18,13,178,0,129,0,0,1,0,952.5,12.37
Hakim Warrick,101124,MEM,82,1045,420,75,43,30,0,161,0,0,9,0,1011.5,12.34
LaMarcus Aldridge,200746,POR,63,565,312,24,22,73,0,43,0,0,6,0,771.5,12.25
Shareef Abdur-Rahim,949,SAC,80,793,398,109,53,40,3,116,0,0,4,0,979.0,12.24
Mikki Moore,1630,NJN,79,776,403,74,46,60,0,113,0,0,2,0,966.0,12.23
Andrea Bargnani,200745,TOR,65,751,255,50,32,53,100,107,0,0,1,0,794.5,12.22
Brendan Haywood,2217,WAS,77,511,477,47,34,88,0,90,0,0,7,0,940.5,12.21
John Salmons,2422,SAC,79,671,264,254,73,27,40,119,0,0,2,1,958.5,12.13
Joe Smith,693,PHI,65,553,400,49,37,27,0,76,0,0,8,0,785.5,12.08
Bobby Jackson,1517,NOK,56,592,178,141,50,6,54,78,0,0,0,0,676.0,12.07
Channing Frye,101112,NYK,72,684,395,67,36,42,3,100,0,0,3,0,864.5,12.01
Travis Outlaw,2566,POR,67,645,217,52,61,74,10,66,0,0,2,0,802.5,11.98
Juwan Howard,436,HOU,80,773,470,131,29,8,0,112,0,0,9,0,958.5,11.98
DeShawn Stevenson,2052,WAS,82,920,216,218,65,19,74,119,0,0,1,0,981.0,11.96
JR Smith,2747,DEN,63,819,143,91,49,9,149,85,0,0,0,0,749.0,11.89
Matt Harpring,1723,UTA,77,894,353,99,52,11,13,118,0,0,2,0,915.5,11.89
Etan Thomas,2041,WAS,65,395,377,29,22,89,0,71,0,0,7,0,761.5,11.72
Paul Millsap,200794,UTA,82,559,423,62,67,74,1,94,0,0,7,0,960.0,11.71
Jose Calderon,101181,TOR,77,668,134,387,63,5,25,110,0,0,7,0,900.5,11.69
Matt Carroll,2679,CHA,72,869,207,91,53,9,111,73,0,0,0,0,839.0,11.65
Chuck Hayes,101236,HOU,78,439,521,47,70,18,0,64,0,0,4,0,903.5,11.58
Amir Johnson,101161,DET,8,47,37,3,5,13,0,9,0,0,2,0,92.5,11.56
Jerry Stackhouse,711,DAL,67,804,145,187,51,10,62,117,0,0,0,0,770.0,11.49
Ime Udoka,2137,POR,75,629,279,112,71,17,89,73,0,0,2,0,855.0,11.4
Rasual Butler,2446,NOK,81,818,256,63,40,54,134,67,0,0,1,0,917.0,11.32
Damon Stoudamire,757,MEM,62,467,139,299,47,2,59,101,0,0,2,0,700.0,11.29
Trevor Ariza,2772,ORL,57,506,249,65,59,19,0,84,0,0,1,0,640.0,11.23
Derek Fisher,965,UTA,82,826,149,274,83,6,48,120,0,0,1,0,919.0,11.21
Mike James,1628455,MIN,82,828,163,297,55,7,80,129,0,0,2,0,911.0,11.11
Kyle Lowry,200768,MEM,10,56,31,32,14,1,3,12,0,0,0,0,110.5,11.05
Stromile Swift,2031,MEM,54,419,250,17,30,62,0,69,0,0,4,0,595.5,11.03
Tyronn Lue,1731,ATL,56,636,104,201,24,0,56,85,0,0,3,0,617.0,11.02
Speedy Claxton,2049,ATL,42,221,81,185,72,4,6,75,0,0,3,0,459.5,10.94
Randy Foye,200751,MIN,82,832,218,232,53,21,68,152,0,0,1,0,897.0,10.94
Chris Duhon,2768,CHI,78,558,169,310,69,6,88,105,0,0,1,0,848.0,10.87
Eddie Jones,224,MIA,64,493,190,109,68,10,78,47,0,0,1,0,694.5,10.85
Rasho Nesterovic,1725,TOR,80,494,360,74,37,84,0,56,0,0,0,0,867.0,10.84
Steve Blake,2581,DEN,82,528,169,408,61,8,67,129,0,0,3,0,886.5,10.81
Derek Anderson,1507,CHA,50,399,113,133,52,7,54,56,0,0,1,0,535.5,10.71
Antoine Walker,952,MIA,78,660,339,130,48,17,84,141,0,0,3,0,833.0,10.68
Adam Morrison,200747,CHA,78,917,230,163,28,6,87,130,0,0,0,0,833.0,10.68
Damien Wilkins,2863,SEA,82,724,229,156,92,16,50,116,0,0,0,0,872.0,10.63
Jason Hart,2078,LAC,36,249,98,103,44,1,7,38,0,0,0,0,381.0,10.58
Kendrick Perkins,2570,BOS,72,324,372,94,23,96,0,113,0,0,5,0,758.0,10.53
Reggie Evans,2501,DEN,66,325,460,45,42,16,0,95,0,0,6,0,694.5,10.52
Kenny Thomas,1903,SAC,62,331,377,76,43,16,0,90,0,0,4,0,650.5,10.49
Dikembe Mutombo,87,HOU,75,230,488,13,22,76,0,38,0,0,3,0,777.0,10.36
Jamaal Magloire,2048,POR,81,529,492,30,21,66,0,129,0,0,6,0,837.5,10.34
Jason Kapono,2574,MIA,67,730,180,81,38,2,108,70,0,0,2,0,692.0,10.33
Dorell Wright,2748,MIA,66,393,272,95,41,46,5,65,0,0,4,0,679.0,10.29
Eduardo Najera,2059,DEN,75,497,310,64,73,26,1,56,0,0,2,0,767.0,10.23
Craig Smith,200783,MIN,82,608,416,49,51,18,0,74,0,0,3,0,836.0,10.2
Brian Skinner,1730,MIL,67,294,385,58,18,64,0,75,0,0,2,0,681.0,10.16
Nate Robinson,101126,NYK,64,645,152,90,50,6,83,72,0,0,0,0,646.0,10.09
Morris Peterson,2050,TOR,71,634,237,47,45,12,106,53,0,0,1,0,716.0,10.08
Brent Barry,699,SAS,75,635,160,138,56,12,128,61,0,0,0,0,754.5,10.06
Bostjan Nachbar,2411,NJN,76,696,253,61,30,26,112,69,0,0,1,0,762.0,10.03
Steven Hunter,2212,PHI,70,450,335,26,13,76,0,65,0,0,2,0,701.0,10.01
DeSagana Diop,2205,DAL,81,190,438,30,40,113,0,63,0,0,1,0,807.0,9.96
Bonzi Wells,1719,HOU,28,217,120,31,24,13,1,57,0,0,0,0,277.0,9.89
Donyell Marshall,923,CLE,81,566,323,46,39,43,95,67,0,0,2,0,798.5,9.86
Willie Green,2584,PHI,74,839,158,112,56,4,51,106,0,0,0,0,729.0,9.85
Shelden Williams,200749,ATL,81,444,435,44,52,39,2,96,0,0,8,0,796.0,9.83
Michael Finley,714,SAS,82,740,223,108,32,16,104,46,0,0,1,0,804.0,9.8
Renaldo Balkman,200764,NYK,68,334,294,44,57,44,5,49,0,0,4,0,664.5,9.77
Tony Battie,1499,ORL,66,404,344,35,29,30,0,61,0,0,3,0,641.0,9.71
Jannero Pargo,2457,NOK,82,751,180,203,53,4,81,122,0,0,1,0,792.0,9.66
Juan Dixon,2413,TOR,81,778,158,123,76,9,79,101,0,0,0,0,778.5,9.61
Antonio Daniels,1498,WAS,80,571,151,290,39,9,19,69,0,0,3,0,766.0,9.57
Gerald Green,101123,BOS,81,843,208,83,41,24,95,120,0,0,0,0,770.0,9.51
Sasha Pavlovic,2562,CLE,67,604,158,105,55,17,60,102,0,0,0,0,637.0,9.51
Trenton Hassell,2239,MIN,76,512,243,203,22,26,6,80,0,0,1,0,722.0,9.5
P.J. Brown,136,CHI,72,436,347,48,24,52,0,85,0,0,3,0,683.0,9.49
Francisco Elson,1922,SAS,70,350,336,55,31,59,0,86,0,0,1,0,661.0,9.44
Kurt Thomas,703,PHX,67,308,379,24,24,29,0,35,0,0,3,0,631.0,9.42
Nazr Mohammed,1737,DET,51,286,229,9,27,40,0,43,0,0,2,0,474.0,9.29
Devean George,1904,DAL,60,381,213,33,46,23,53,51,0,0,0,0,550.0,9.17
Jared Jeffries,2407,NYK,55,223,238,67,44,30,2,61,0,0,0,0,504.5,9.17
Lawrence Roberts,101160,MEM,54,283,261,30,36,13,0,36,0,0,0,0,494.5,9.16
Bruce Bowen,1477,SAS,82,510,223,117,62,25,89,65,0,0,0,0,748.5,9.13
Ronny Turiaf,101142,LAL,72,383,259,63,17,78,0,52,0,0,2,0,653.5,9.08
Maurice Evans,2230,LAL,76,638,221,74,38,14,48,57,0,0,0,0,685.0,9.01
Tyrus Thomas,200748,CHI,72,374,269,40,46,76,0,94,0,0,2,0,648.0,9.0
James White,200778,SAS,6,50,20,5,3,1,2,5,0,0,0,0,54.0,9.0
Brian Cook,2567,LAL,65,450,215,65,25,27,46,51,0,0,3,0,584.0,8.98
Walter Herrmann,200835,CHA,48,442,139,26,17,7,53,32,0,0,1,0,429.5,8.95
Johan Petro,101130,SEA,81,502,335,45,39,47,0,82,0,0,3,0,724.0,8.94
Marko Jaric,2060,MIN,70,371,184,145,75,16,32,88,0,0,0,0,624.5,8.92
Eric Snow,727,CLE,82,342,188,330,55,16,0,111,0,0,1,0,721.0,8.79
Darius Songaila,2443,WAS,37,282,134,38,17,10,0,43,0,0,0,0,324.0,8.76
Robert Horry,109,SAS,68,268,229,77,45,41,50,44,0,0,0,0,593.0,8.72
Dan Gadzuric,2429,MIL,54,258,246,29,22,32,0,49,0,0,4,0,467.0,8.65
Shavlik Randolph,101183,PHI,13,58,54,4,7,10,0,9,0,0,0,0,112.0,8.62
Carlos Arroyo,2306,ORL,72,552,134,202,39,2,14,90,0,0,0,0,611.0,8.49
Vladimir Radmanovic,2209,LAL,55,361,180,66,25,18,40,69,0,0,1,0,464.5,8.45
Jarvis Hayes,2553,WAS,81,585,210,80,48,13,66,56,0,0,0,0,681.5,8.41
Flip Murray,2436,DET,69,465,113,187,49,13,24,90,0,0,1,0,579.5,8.4
Francisco Garcia,101128,SAC,79,474,205,87,45,43,53,70,0,0,0,0,661.5,8.37
Linas Kleiza,101132,DEN,79,598,266,45,28,14,83,79,0,0,1,0,657.5,8.32
Corliss Williamson,722,SAC,68,620,221,39,29,15,0,97,0,0,3,0,564.0,8.29
Eddie House,2067,NJN,56,468,92,67,27,3,75,27,0,0,0,0,463.5,8.28
Theo Ratliff,689,BOS,2,5,7,0,1,3,0,1,0,0,0,0,16.5,8.25
Darrell Armstrong,353,IND,81,457,135,191,70,6,72,76,0,0,1,0,667.5,8.24
Junior Harrington,2454,MEM,29,152,68,89,21,5,7,52,0,0,0,0,236.5,8.16
Gary Payton,56,MIA,68,358,132,201,43,3,32,66,0,0,1,0,555.0,8.16
James Jones,2592,PHX,76,485,176,45,28,42,90,28,0,0,0,0,620.5,8.16
Quinton Ross,2624,LAC,81,424,190,86,70,32,2,33,0,0,0,0,660.0,8.15
Tarence Kinsey,200814,MEM,48,369,97,41,53,1,13,46,0,0,0,0,391.0,8.15
Fabricio Oberto,101177,SAS,79,349,368,68,25,24,0,69,0,0,3,0,642.5,8.13
Justin Williams,200818,SAC,26,131,115,2,5,16,0,15,0,0,2,0,211.5,8.13
Keyon Dooling,2039,ORL,66,521,86,112,52,15,31,72,0,0,0,0,536.0,8.12
Fred Jones,2410,POR,63,412,115,108,48,16,39,67,0,0,0,0,509.5,8.09
Marc Jackson,1531,NOK,56,408,192,58,21,7,0,65,0,0,4,0,449.0,8.02
Marcus Williams,200766,NJN,79,534,163,260,29,2,46,142,0,0,0,0,633.0,8.01
Martell Webster,101110,POR,82,574,240,52,35,19,91,76,0,0,0,0,656.5,8.01
Joel Przybilla,2038,POR,43,84,168,12,10,67,0,40,0,0,0,0,336.0,7.81
Carlos Delfino,2568,DET,82,428,266,88,46,8,46,61,0,0,0,0,638.0,7.78
Sebastian Telfair,2742,BOS,78,479,108,218,43,11,37,98,0,0,0,0,594.0,7.62
Ersan Ilyasova,101141,MIL,66,402,189,49,27,17,54,51,0,0,0,0,503.0,7.62
Kelenna Azubuike,101235,GSW,41,291,94,28,22,10,34,39,0,0,0,0,309.5,7.55
Renaldo Major,200970,GSW,1,5,2,0,2,0,0,1,0,0,0,0,7.5,7.5
Gordan Giricek,1921,UTA,61,475,129,63,28,5,52,64,0,0,0,0,457.5,7.5
Jason Maxiell,101131,DET,67,334,186,14,30,60,0,53,0,0,2,0,496.0,7.4
Kevinn Pinkney,200838,BOS,6,31,15,5,3,3,1,4,0,0,0,0,44.0,7.33
Anthony Johnson,1533,ATL,67,355,101,201,33,3,25,76,0,0,0,0,488.0,7.28
Joey Graham,101121,TOR,79,503,248,44,30,4,9,49,0,0,1,0,568.0,7.19
Jake Voskuhl,2063,CHA,73,319,256,44,30,24,0,56,0,0,1,0,512.5,7.02
Ike Diogu,101113,IND,59,366,203,25,8,26,0,67,0,0,1,0,413.0,7.0
Marquis Daniels,2605,IND,45,320,82,57,27,7,6,55,0,0,0,0,315.0,7.0
Dahntay Jones,2563,MEM,78,583,153,68,39,22,5,92,0,0,0,0,545.0,6.99
Rodney Carney,200760,PHI,67,442,128,26,38,23,25,43,0,0,0,0,466.5,6.96
Linton Johnson,2669,NOK,54,226,163,18,33,18,10,27,0,0,0,0,374.0,6.93
Andray Blatche,101154,WAS,56,206,191,39,17,32,4,49,0,0,1,0,385.0,6.88
Alexander Johnson,200792,MEM,59,260,181,17,25,35,0,47,0,0,3,0,404.0,6.85
Troy Hudson,1607,MIN,34,202,48,73,14,2,28,40,0,0,0,0,228.0,6.71
Jeff McInnis,976,CHA,38,165,62,124,14,0,1,42,0,0,0,0,255.0,6.71
